Rank,Nombre,Símbolo,Cap. de Mercado,Precio
2.0,XRPXRP,XRP,"345,160,231.54",0.01082
3.0,LTCLitecoin,LTC,"75,307,645.49",2.02
4.0,BTSBitShares,BTS,"21,784,488.32",0.008701
5.0,DASHDash,DASH,"16,245,688.33",3.12
6.0,DOGEDogecoin,DOGE,"14,092,405.70",0.0001429
7.0,NXTNxt,NXT,"13,018,660.63",0.01302
8.0,MAIDMaidSafeCoin,MAID,"11,121,103.23",0.02457
9.0,XLMStellar,XLM,"10,915,329.42",0.003002
10.0,XPYPayCoin,XPY,"9,580,080.51",0.6784
11.0,PPCPeercoin,PPC,"8,828,485.90",0.3985
12.0,BANXBanx,BANX,"5,523,498.58",1.53
13.0,NMCNamecoin,NMC,"5,320,523.76",0.4788
14.0,XMRMonero,XMR,"4,669,042.69",0.6942
15.0,XCPCounterparty,XCP,"3,371,348.65",1.27
16.0,NSRNuShares,NSR,"3,115,537.65",0.004384
17.0,YBCYbCoin,YBC,"2,777,541.16",0.9258
18.0,UNITYSuperNET,UNITY,"2,546,985.18",3.12
19.0,MONAMonaCoin,MONA,"2,360,740.33",0.1351
20.0,USNBTNuBits,USNBT,"2,263,892.36",0.9956
1.0,BTCBitcoin,BTC,"3,743,197,248.40",267.96
2.0,XRPXRP,XRP,"325,339,483.88",0.0102
3.0,LTCLitecoin,LTC,"67,401,383.60",1.80
4.0,DASHDash,DASH,"24,047,777.65",4.61
5.0,BTSBitShares,BTS,"19,361,515.88",0.007733
6.0,XLMStellar,XLM,"13,694,203.63",0.003193
7.0,DOGEDogecoin,DOGE,"13,081,131.20",0.0001325
8.0,NXTNxt,NXT,"11,979,378.43",0.01198
9.0,MAIDMaidSafeCoin,MAID,"11,012,313.65",0.02433
10.0,XPYPayCoin,XPY,"9,042,468.97",0.6395
11.0,PPCPeercoin,PPC,"8,221,060.01",0.3708
12.0,XMRMonero,XMR,"5,313,918.78",0.7773
13.0,BANXBanx,BANX,"5,210,593.54",1.45
14.0,NMCNamecoin,NMC,"5,066,931.17",0.4537
15.0,XCPCounterparty,XCP,"3,376,738.78",1.28
16.0,NSRNuShares,NSR,"3,014,364.44",0.003688
17.0,YBCYbCoin,YBC,"2,792,240.92",0.9307
18.0,MONAMonaCoin,MONA,"2,776,045.61",0.1565
19.0,RBTRimbit,RBT,"2,697,365.39",0.02405
20.0,UNITYSuperNET,UNITY,"2,263,559.95",2.77
1.0,BTCBitcoin,BTC,"3,397,186,865.47",242.71
2.0,XRPXRP,XRP,"271,170,727.93",0.008498
3.0,LTCLitecoin,LTC,"62,429,519.53",1.66
4.0,DASHDash,DASH,"24,101,447.65",4.60
5.0,BTSBitShares,BTS,"16,640,212.63",0.006643
6.0,XLMStellar,XLM,"13,079,862.90",0.003046
7.0,DOGEDogecoin,DOGE,"12,536,967.79",0.0001269
8.0,NXTNxt,NXT,"10,271,940.35",0.01027
9.0,MAIDMaidSafeCoin,MAID,"9,227,365.91",0.02039
10.0,XPYPayCoin,XPY,"8,547,189.41",0.572
11.0,PPCPeercoin,PPC,"7,160,931.07",0.3227
12.0,XMRMonero,XMR,"4,947,459.04",0.7122
13.0,BANXBanx,BANX,"4,719,496.82",1.31
14.0,NMCNamecoin,NMC,"4,504,155.69",0.4016
15.0,XCPCounterparty,XCP,"2,996,941.60",1.13
16.0,YBCYbCoin,YBC,"2,978,842.38",0.9929
17.0,MONAMonaCoin,MONA,"2,589,227.68",0.1437
18.0,NSRNuShares,NSR,"2,541,654.87",0.003108
19.0,BCNBytecoin,BCN,"2,100,854.64",0.00001227
20.0,UNITYSuperNET,UNITY,"2,018,964.27",2.47
1.0,BTCBitcoin,BTC,"3,654,266,205.03",260.60
2.0,XRPXRP,XRP,"278,840,755.20",0.008739
3.0,LTCLitecoin,LTC,"64,474,775.66",1.70
4.0,DASHDash,DASH,"21,939,785.25",4.17
5.0,BTSBitShares,BTS,"14,634,629.73",0.005842
6.0,DOGEDogecoin,DOGE,"12,536,740.98",0.0001268
7.0,XLMStellar,XLM,"11,465,864.16",0.002666
8.0,NXTNxt,NXT,"11,023,630.04",0.01102
9.0,MAIDMaidSafeCoin,MAID,"9,297,907.72",0.02055
10.0,PPCPeercoin,PPC,"7,377,593.63",0.3322
11.0,XPYPayCoin,XPY,"7,337,470.70",0.4836
12.0,XMRMonero,XMR,"6,236,426.91",0.8837
13.0,BANXBanx,BANX,"6,086,085.92",1.41
14.0,NMCNamecoin,NMC,"4,424,022.23",0.3929
15.0,YBCYbCoin,YBC,"3,466,204.40",1.16
16.0,XCPCounterparty,XCP,"3,114,438.29",1.18
17.0,NSRNuShares,NSR,"2,822,852.82",0.00345
18.0,MONAMonaCoin,MONA,"2,712,834.08",0.1485
19.0,BCNBytecoin,BCN,"2,688,900.56",0.00001568
20.0,UNITYSuperNET,UNITY,"2,240,903.16",2.75
1.0,BTCBitcoin,BTC,"3,317,123,015.29",236.15
2.0,XRPXRP,XRP,"274,724,959.03",0.00861
3.0,LTCLitecoin,LTC,"55,735,209.67",1.46
4.0,DASHDash,DASH,"17,401,249.89",3.30
5.0,XLMStellar,XLM,"13,442,136.82",0.002796
6.0,BTSBitShares,BTS,"11,329,756.79",0.004523
7.0,DOGEDogecoin,DOGE,"11,274,866.09",0.0001139
8.0,NXTNxt,NXT,"10,525,264.95",0.01053
9.0,MAIDMaidSafeCoin,MAID,"10,222,272.29",0.02259
10.0,XMRMonero,XMR,"5,733,144.61",0.8001
11.0,PPCPeercoin,PPC,"5,539,533.60",0.2492
12.0,BANXBanx,BANX,"5,534,245.02",1.27
13.0,NMCNamecoin,NMC,"3,755,166.93",0.332
14.0,YBCYbCoin,YBC,"3,051,723.36",1.02
15.0,XPYPayCoin,XPY,"2,805,441.52",0.1819
16.0,XCPCounterparty,XCP,"2,626,847.20",0.9926
17.0,NSRNuShares,NSR,"2,424,553.15",0.002972
18.0,UNITYSuperNET,UNITY,"2,011,551.38",2.46
19.0,MONAMonaCoin,MONA,"1,768,563.02",0.09553
20.0,USNBTNuBits,USNBT,"1,619,353.28",0.999
1.0,BTCBitcoin,BTC,"3,132,227,160.59",222.60
2.0,XRPXRP,XRP,"250,366,015.57",0.007846
3.0,LTCLitecoin,LTC,"53,216,501.17",1.39
4.0,DASHDash,DASH,"14,838,968.27",2.80
5.0,XLMStellar,XLM,"12,922,379.20",0.002685
6.0,BTSBitShares,BTS,"11,908,715.48",0.004754
7.0,MAIDMaidSafeCoin,MAID,"10,844,737.11",0.02396
8.0,DOGEDogecoin,DOGE,"10,520,510.38",0.0001062
9.0,NXTNxt,NXT,"8,946,597.67",0.008947
10.0,BANXBanx,BANX,"5,225,730.91",1.20
11.0,PPCPeercoin,PPC,"5,218,365.19",0.2346
12.0,XMRMonero,XMR,"4,814,724.62",0.6622
13.0,BCNBytecoin,BCN,"4,386,437.72",0.0000255
14.0,NMCNamecoin,NMC,"3,775,469.79",0.3324
15.0,XPYPayCoin,XPY,"3,263,336.41",0.2083
16.0,YBCYbCoin,YBC,"3,039,521.81",1.01
17.0,XCPCounterparty,XCP,"2,495,700.27",0.9431
18.0,NSRNuShares,NSR,"2,039,927.95",0.002499
19.0,ARCHARCHcoin,ARCH,"1,809,019.66",0.1108
20.0,MONAMonaCoin,MONA,"1,720,535.32",0.09158
1.0,BTCBitcoin,BTC,"3,093,210,381.84",219.43
2.0,XRPXRP,XRP,"246,977,487.32",0.00774
3.0,LTCLitecoin,LTC,"50,877,913.61",1.32
4.0,DASHDash,DASH,"16,223,706.07",3.05
5.0,XLMStellar,XLM,"12,725,704.91",0.00264
6.0,BTSBitShares,BTS,"10,581,119.89",0.004224
7.0,DOGEDogecoin,DOGE,"9,960,166.40",0.0001004
8.0,MAIDMaidSafeCoin,MAID,"9,502,215.57",0.021
9.0,NXTNxt,NXT,"8,896,447.96",0.008896
10.0,BANXBanx,BANX,"6,721,518.84",1.34
11.0,PPCPeercoin,PPC,"4,908,420.34",0.2205
12.0,BCNBytecoin,BCN,"4,140,437.16",0.00002404
13.0,XMRMonero,XMR,"4,105,177.37",0.5564
14.0,NMCNamecoin,NMC,"3,535,171.52",0.31
15.0,YBCYbCoin,YBC,"2,927,799.22",0.9759
16.0,XPYPayCoin,XPY,"2,361,463.23",0.151
17.0,NSRNuShares,NSR,"2,222,868.85",0.002722
18.0,XCPCounterparty,XCP,"2,217,172.60",0.8378
19.0,MONAMonaCoin,MONA,"1,726,805.72",0.09068
20.0,UNITYSuperNET,UNITY,"1,670,771.58",2.05
1.0,BTCBitcoin,BTC,"3,394,163,164.37",240.36
2.0,XRPXRP,XRP,"257,037,754.48",0.008055
3.0,LTCLitecoin,LTC,"55,458,579.07",1.43
4.0,DASHDash,DASH,"14,424,045.71",2.70
5.0,XLMStellar,XLM,"12,917,731.76",0.002677
6.0,MAIDMaidSafeCoin,MAID,"10,525,778.69",0.02326
7.0,BTSBitShares,BTS,"9,303,430.53",0.003707
8.0,NXTNxt,NXT,"9,270,980.11",0.009271
9.0,DOGEDogecoin,DOGE,"8,916,780.27",0.00008983
10.0,BANXBanx,BANX,"7,472,511.67",1.47
11.0,PPCPeercoin,PPC,"5,233,482.43",0.2349
12.0,BCNBytecoin,BCN,"4,556,355.80",0.00002644
13.0,XMRMonero,XMR,"3,705,586.47",0.4991
14.0,NMCNamecoin,NMC,"3,645,395.90",0.3181
15.0,YBCYbCoin,YBC,"2,855,468.45",0.9518
16.0,XCPCounterparty,XCP,"2,493,632.46",0.944
17.0,XPYPayCoin,XPY,"2,154,420.25",0.1371
18.0,NSRNuShares,NSR,"2,057,085.46",0.002526
19.0,UNITYSuperNET,UNITY,"1,724,973.44",2.11
20.0,SWARMSwarm,SWARM,"1,579,609.84",0.0158
1.0,BTCBitcoin,BTC,"3,399,248,766.08",240.30
2.0,XRPXRP,XRP,"235,563,633.50",0.007382
3.0,LTCLitecoin,LTC,"55,988,970.59",1.44
4.0,DASHDash,DASH,"14,376,352.95",2.68
5.0,XLMStellar,XLM,"13,491,908.66",0.002793
6.0,BTSBitShares,BTS,"9,089,221.04",0.003622
7.0,DOGEDogecoin,DOGE,"8,961,295.62",0.00009019
8.0,MAIDMaidSafeCoin,MAID,"8,766,916.72",0.01937
9.0,NXTNxt,NXT,"8,339,051.15",0.008339
10.0,BANXBanx,BANX,"7,525,003.87",1.47
11.0,PPCPeercoin,PPC,"5,061,876.41",0.227
12.0,BCNBytecoin,BCN,"4,568,146.30",0.00002645
13.0,XMRMonero,XMR,"4,287,552.12",0.5651
14.0,NMCNamecoin,NMC,"3,582,342.34",0.3113
15.0,YBCYbCoin,YBC,"2,795,488.18",0.9318
16.0,XCPCounterparty,XCP,"2,505,748.19",0.9486
17.0,NSRNuShares,NSR,"2,171,046.19",0.002667
18.0,FC2FuelCoin,FC2,"2,126,376.15",0.02122
19.0,UNITYSuperNET,UNITY,"1,462,217.92",1.79
20.0,MONAMonaCoin,MONA,"1,391,561.28",0.07125
1.0,BTCBitcoin,BTC,"3,356,177,229.79",236.80
2.0,XRPXRP,XRP,"201,953,323.84",0.006329
3.0,LTCLitecoin,LTC,"56,876,131.50",1.45
4.0,DASHDash,DASH,"15,746,928.40",2.93
5.0,XLMStellar,XLM,"12,455,579.07",0.002576
6.0,DOGEDogecoin,DOGE,"11,438,212.01",0.000115
7.0,NXTNxt,NXT,"9,262,165.17",0.009262
8.0,BTSBitShares,BTS,"9,078,214.12",0.003618
9.0,MAIDMaidSafeCoin,MAID,"8,583,701.03",0.01897
10.0,BANXBanx,BANX,"7,515,015.94",1.44
11.0,PPCPeercoin,PPC,"5,652,599.47",0.2532
12.0,BCNBytecoin,BCN,"4,526,843.61",0.00002618
13.0,XMRMonero,XMR,"4,285,729.55",0.5572
14.0,NMCNamecoin,NMC,"3,566,306.97",0.3087
15.0,YBCYbCoin,YBC,"2,771,822.51",0.9239
16.0,XPYPayCoin,XPY,"2,643,854.66",0.1668
17.0,MONAMonaCoin,MONA,"2,622,236.63",0.1328
18.0,IFCInfinitecoin,IFC,"2,378,987.19",0.00002626
19.0,XCPCounterparty,XCP,"2,291,615.67",0.8676
20.0,FAIRFairCoin,FAIR,"2,266,019.64",0.0438
1.0,BTCBitcoin,BTC,"3,420,840,509.76",240.95
2.0,XRPXRP,XRP,"217,270,748.77",0.006809
3.0,LTCLitecoin,LTC,"71,989,262.21",1.83
4.0,DASHDash,DASH,"15,648,535.73",2.90
5.0,BTSBitShares,BTS,"15,416,222.23",0.006137
6.0,XLMStellar,XLM,"15,096,534.91",0.003121
7.0,DOGEDogecoin,DOGE,"14,262,196.13",0.0001433
8.0,NXTNxt,NXT,"11,946,449.75",0.01195
9.0,BANXBanx,BANX,"8,390,075.80",1.47
10.0,MAIDMaidSafeCoin,MAID,"8,374,910.41",0.01851
11.0,PPCPeercoin,PPC,"7,732,702.88",0.346
12.0,BCNBytecoin,BCN,"4,634,331.95",0.00002677
13.0,NMCNamecoin,NMC,"3,996,582.64",0.3444
14.0,XMRMonero,XMR,"3,737,636.10",0.4796
15.0,FAIRFairCoin,FAIR,"3,713,673.38",0.07175
16.0,IFCInfinitecoin,IFC,"3,146,361.07",0.00003473
17.0,YBCYbCoin,YBC,"2,823,865.06",0.9413
18.0,BLKBlackCoin,BLK,"2,800,081.58",0.03738
19.0,XCPCounterparty,XCP,"2,601,243.93",0.9849
20.0,MONAMonaCoin,MONA,"2,472,906.18",0.1242
1.0,BTCBitcoin,BTC,"3,273,749,732.66",230.19
2.0,XRPXRP,XRP,"264,525,169.84",0.00829
3.0,LTCLitecoin,LTC,"64,685,761.07",1.64
4.0,BTSBitShares,BTS,"17,053,945.08",0.006789
5.0,XLMStellar,XLM,"16,379,498.59",0.003386
6.0,DOGEDogecoin,DOGE,"15,311,628.92",0.0001537
7.0,DASHDash,DASH,"14,938,814.30",2.76
8.0,NXTNxt,NXT,"11,084,302.74",0.01108
9.0,BANXBanx,BANX,"8,202,283.18",1.40
10.0,MAIDMaidSafeCoin,MAID,"7,555,670.30",0.0167
11.0,PPCPeercoin,PPC,"6,537,218.63",0.2923
12.0,BCNBytecoin,BCN,"6,292,826.11",0.0000363
13.0,NMCNamecoin,NMC,"3,805,863.14",0.3266
14.0,XMRMonero,XMR,"3,559,305.13",0.4509
15.0,YBCYbCoin,YBC,"2,928,705.63",0.9762
16.0,BLKBlackCoin,BLK,"2,481,636.91",0.03313
17.0,XCPCounterparty,XCP,"2,396,341.48",0.9074
18.0,IFCInfinitecoin,IFC,"2,392,315.60",0.00002641
19.0,MONAMonaCoin,MONA,"2,370,854.16",0.1183
20.0,FAIRFairCoin,FAIR,"2,209,486.79",0.04267
1.0,BTCBitcoin,BTC,"3,175,550,844.62",222.88
2.0,XRPXRP,XRP,"251,248,793.36",0.007874
3.0,LTCLitecoin,LTC,"68,733,519.12",1.73
4.0,BTSBitShares,BTS,"17,413,659.51",0.006932
5.0,DASHDash,DASH,"15,278,947.69",2.81
6.0,DOGEDogecoin,DOGE,"15,188,401.20",0.0001523
7.0,XLMStellar,XLM,"14,940,175.95",0.003089
8.0,NXTNxt,NXT,"11,113,959.69",0.01111
9.0,BANXBanx,BANX,"8,789,823.64",1.50
10.0,MAIDMaidSafeCoin,MAID,"7,178,730.78",0.01586
11.0,PPCPeercoin,PPC,"6,397,585.37",0.2858
12.0,BCNBytecoin,BCN,"5,040,095.00",0.00002904
13.0,XMRMonero,XMR,"4,140,606.12",0.5179
14.0,NMCNamecoin,NMC,"3,644,562.69",0.3115
15.0,VTCVertcoin,VTC,"2,663,453.54",0.1715
16.0,YBCYbCoin,YBC,"2,624,436.02",0.8748
17.0,MONAMonaCoin,MONA,"2,487,567.40",0.1232
18.0,BLKBlackCoin,BLK,"2,463,532.46",0.03288
19.0,XCPCounterparty,XCP,"2,387,597.82",0.9042
20.0,FAIRFairCoin,FAIR,"2,196,984.25",0.04241
1.0,BTCBitcoin,BTC,"3,333,660,698.61",233.54
2.0,XRPXRP,XRP,"259,949,857.31",0.008147
3.0,LTCLitecoin,LTC,"79,943,066.15",2.00
4.0,BTSBitShares,BTS,"17,506,962.17",0.006969
5.0,DOGEDogecoin,DOGE,"16,626,608.21",0.0001666
6.0,XLMStellar,XLM,"15,774,890.02",0.003261
7.0,DASHDash,DASH,"15,337,249.70",2.81
8.0,NXTNxt,NXT,"11,737,140.27",0.01174
9.0,BANXBanx,BANX,"9,189,366.25",1.57
10.0,MAIDMaidSafeCoin,MAID,"7,476,478.19",0.01652
11.0,PPCPeercoin,PPC,"7,290,463.69",0.3253
12.0,BCNBytecoin,BCN,"4,934,860.99",0.0000284
13.0,XMRMonero,XMR,"4,006,125.30",0.495
14.0,NMCNamecoin,NMC,"3,945,223.00",0.3358
15.0,XCPCounterparty,XCP,"3,614,437.85",1.37
16.0,MONAMonaCoin,MONA,"3,233,323.42",0.1587
17.0,BLKBlackCoin,BLK,"2,777,351.62",0.03707
18.0,YBCYbCoin,YBC,"2,749,138.18",0.9164
19.0,VTCVertcoin,VTC,"2,496,738.82",0.1587
20.0,UNITYSuperNET,UNITY,"2,342,226.11",2.87
1.0,BTCBitcoin,BTC,"3,488,111,052.52",243.94
2.0,XRPXRP,XRP,"329,106,281.79",0.01031
3.0,LTCLitecoin,LTC,"121,255,276.52",3.02
4.0,DOGEDogecoin,DOGE,"20,882,626.13",0.0002091
5.0,BTSBitShares,BTS,"19,410,447.59",0.007727
6.0,XLMStellar,XLM,"17,058,468.94",0.003526
7.0,DASHDash,DASH,"15,581,959.93",2.84
8.0,NXTNxt,NXT,"13,625,080.25",0.01363
9.0,BANXBanx,BANX,"9,648,845.01",1.64
10.0,PPCPeercoin,PPC,"8,857,457.26",0.3949
11.0,MAIDMaidSafeCoin,MAID,"8,112,629.90",0.01793
12.0,NMCNamecoin,NMC,"5,681,492.39",0.4815
13.0,BCNBytecoin,BCN,"5,086,827.18",0.00002924
14.0,XMRMonero,XMR,"4,286,720.12",0.5233
15.0,BLKBlackCoin,BLK,"3,932,944.75",0.05248
16.0,XCPCounterparty,XCP,"3,358,114.93",1.27
17.0,VTCVertcoin,VTC,"3,264,822.95",0.2048
18.0,YBCYbCoin,YBC,"3,161,465.76",1.05
19.0,MONAMonaCoin,MONA,"2,993,610.25",0.1452
20.0,UNITYSuperNET,UNITY,"2,675,341.46",3.28
1.0,BTCBitcoin,BTC,"3,566,934,170.65",249.01
2.0,XRPXRP,XRP,"365,898,466.62",0.01147
3.0,LTCLitecoin,LTC,"133,312,482.92",3.31
4.0,DOGEDogecoin,DOGE,"20,368,000.42",0.0002037
5.0,BTSBitShares,BTS,"17,336,783.21",0.006902
6.0,XLMStellar,XLM,"16,617,321.59",0.003435
7.0,DASHDash,DASH,"15,062,423.64",2.73
8.0,NXTNxt,NXT,"12,081,959.59",0.01208
9.0,BANXBanx,BANX,"9,874,516.48",1.67
10.0,PPCPeercoin,PPC,"9,212,808.16",0.4105
11.0,MAIDMaidSafeCoin,MAID,"8,391,633.59",0.01854
12.0,NMCNamecoin,NMC,"5,797,076.18",0.4891
13.0,BCNBytecoin,BCN,"5,093,505.49",0.00002925
14.0,XMRMonero,XMR,"3,901,197.02",0.4706
15.0,BLKBlackCoin,BLK,"3,614,763.39",0.04823
16.0,MONAMonaCoin,MONA,"3,286,499.07",0.1576
17.0,YBCYbCoin,YBC,"3,009,405.97",1.00
18.0,XCPCounterparty,XCP,"2,961,837.48",1.12
19.0,STARTStartcoin,START,"2,581,770.22",0.09693
20.0,UNITYSuperNET,UNITY,"2,465,823.15",3.02
1.0,BTCBitcoin,BTC,"3,901,991,589.58",271.91
2.0,XRPXRP,XRP,"319,771,975.00",0.01002
3.0,LTCLitecoin,LTC,"200,743,179.50",4.95
4.0,DOGEDogecoin,DOGE,"19,395,798.49",0.0001938
5.0,DASHDash,DASH,"17,135,822.76",3.09
6.0,BTSBitShares,BTS,"16,209,819.47",0.006453
7.0,XLMStellar,XLM,"15,101,663.17",0.003122
8.0,NXTNxt,NXT,"13,126,389.19",0.01313
9.0,PPCPeercoin,PPC,"12,764,800.65",0.5683
10.0,MAIDMaidSafeCoin,MAID,"11,340,965.93",0.02506
11.0,BANXBanx,BANX,"11,306,578.09",1.82
12.0,NMCNamecoin,NMC,"8,699,682.20",0.7311
13.0,BCNBytecoin,BCN,"6,498,122.53",0.00003727
14.0,XMRMonero,XMR,"4,376,934.35",0.522
15.0,STARTStartcoin,START,"4,295,184.93",0.1587
16.0,MONAMonaCoin,MONA,"3,923,093.04",0.1865
17.0,BLKBlackCoin,BLK,"3,603,459.86",0.04808
18.0,XCPCounterparty,XCP,"3,449,716.56",1.31
19.0,YBCYbCoin,YBC,"3,020,601.51",1.01
20.0,MINTMintCoin,MINT,"2,570,773.70",0.0001191
1.0,BTCBitcoin,BTC,"4,469,121,263.85",310.87
2.0,XRPXRP,XRP,"274,849,889.95",0.008614
3.0,LTCLitecoin,LTC,"215,380,569.38",5.29
4.0,DASHDash,DASH,"22,803,395.45",4.10
5.0,DOGEDogecoin,DOGE,"21,133,428.70",0.000211
6.0,BTSBitShares,BTS,"16,003,114.86",0.006371
7.0,PPCPeercoin,PPC,"15,476,465.75",0.6883
8.0,XLMStellar,XLM,"15,403,947.89",0.003184
9.0,NXTNxt,NXT,"14,658,583.60",0.01466
10.0,BANXBanx,BANX,"14,375,323.73",2.09
11.0,MAIDMaidSafeCoin,MAID,"12,924,879.82",0.02856
12.0,NMCNamecoin,NMC,"9,774,987.68",0.818
13.0,BCNBytecoin,BCN,"8,405,102.39",0.00004818
14.0,XMRMonero,XMR,"5,295,266.93",0.6281
15.0,XCPCounterparty,XCP,"4,056,498.84",1.54
16.0,STARTStartcoin,START,"3,978,289.97",0.1448
17.0,BLKBlackCoin,BLK,"3,414,823.42",0.04556
18.0,MONAMonaCoin,MONA,"3,332,142.79",0.1572
19.0,YBCYbCoin,YBC,"3,238,283.87",1.08
20.0,XPMPrimecoin,XPM,"2,266,338.95",0.2101
1.0,BTCBitcoin,BTC,"3,940,580,866.01",273.61
2.0,XRPXRP,XRP,"258,180,319.63",0.008091
3.0,LTCLitecoin,LTC,"154,157,234.98",3.77
4.0,DASHDash,DASH,"20,242,257.46",3.62
5.0,DOGEDogecoin,DOGE,"16,913,520.17",0.0001687
6.0,XLMStellar,XLM,"13,884,812.63",0.00287
7.0,BTSBitShares,BTS,"13,026,220.13",0.005186
8.0,NXTNxt,NXT,"12,650,219.31",0.01265
9.0,BANXBanx,BANX,"12,640,246.95",1.83
10.0,MAIDMaidSafeCoin,MAID,"12,359,857.46",0.02731
11.0,PPCPeercoin,PPC,"11,483,238.85",0.5104
12.0,BCNBytecoin,BCN,"8,783,657.97",0.00005027
13.0,NMCNamecoin,NMC,"7,263,745.13",0.6052
14.0,XMRMonero,XMR,"4,613,335.09",0.538
15.0,XCPCounterparty,XCP,"3,888,335.55",1.47
16.0,MONAMonaCoin,MONA,"3,235,947.93",0.1517
17.0,STARTStartcoin,START,"2,888,732.05",0.1035
18.0,YBCYbCoin,YBC,"2,720,694.07",0.9069
19.0,BLKBlackCoin,BLK,"2,454,053.94",0.03274
20.0,UNITYSuperNET,UNITY,"2,185,569.52",2.68
1.0,BTCBitcoin,BTC,"4,222,885,227.06",292.69
2.0,XRPXRP,XRP,"258,947,111.37",0.008115
3.0,LTCLitecoin,LTC,"191,810,753.33",4.66
4.0,DASHDash,DASH,"21,209,965.29",3.78
5.0,DOGEDogecoin,DOGE,"18,777,311.77",0.0001871
6.0,MAIDMaidSafeCoin,MAID,"15,290,258.95",0.03379
7.0,XLMStellar,XLM,"14,587,096.28",0.003016
8.0,BTSBitShares,BTS,"13,809,636.13",0.005498
9.0,BANXBanx,BANX,"13,645,061.31",1.96
10.0,NXTNxt,NXT,"12,882,220.40",0.01288
11.0,PPCPeercoin,PPC,"12,309,454.69",0.5468
12.0,BCNBytecoin,BCN,"10,334,669.11",0.00005908
13.0,NMCNamecoin,NMC,"7,742,456.38",0.6421
14.0,XMRMonero,XMR,"5,069,277.94",0.5847
15.0,XCPCounterparty,XCP,"4,391,461.04",1.66
16.0,MONAMonaCoin,MONA,"3,110,134.51",0.1447
17.0,ETCEthercoin,ETC,"3,043,341.40",3.04
18.0,YBCYbCoin,YBC,"2,817,868.17",0.9393
19.0,STARTStartcoin,START,"2,630,853.98",0.09288
20.0,BLKBlackCoin,BLK,"2,501,655.72",0.03337
1.0,BTCBitcoin,BTC,"4,084,836,711.04",282.61
2.0,XRPXRP,XRP,"262,606,778.93",0.00823
3.0,LTCLitecoin,LTC,"172,609,991.21",4.17
4.0,DASHDash,DASH,"20,390,786.09",3.62
5.0,DOGEDogecoin,DOGE,"17,321,510.45",0.0001725
6.0,MAIDMaidSafeCoin,MAID,"13,714,073.17",0.0303
7.0,BANXBanx,BANX,"13,486,787.33",1.90
8.0,XLMStellar,XLM,"13,182,128.01",0.002725
9.0,BCNBytecoin,BCN,"12,779,532.00",0.00007298
10.0,BTSBitShares,BTS,"12,177,552.50",0.004848
11.0,PPCPeercoin,PPC,"11,475,471.64",0.5093
12.0,NXTNxt,NXT,"11,088,570.97",0.01109
13.0,NMCNamecoin,NMC,"7,363,752.90",0.6078
14.0,XMRMonero,XMR,"5,475,631.21",0.6249
15.0,XCPCounterparty,XCP,"4,914,851.37",1.86
16.0,MONAMonaCoin,MONA,"2,833,087.43",0.1309
17.0,CLAMClams,CLAM,"2,770,378.43",3.43
18.0,YBCYbCoin,YBC,"2,665,276.59",0.8884
19.0,BLKBlackCoin,BLK,"2,393,743.76",0.03193
20.0,ETCEthercoin,ETC,"2,119,682.79",2.12
1.0,BTCBitcoin,BTC,"3,838,132,010.49",265.08
2.0,XRPXRP,XRP,"281,048,739.77",0.008808
3.0,LTCLitecoin,LTC,"161,969,744.66",3.90
4.0,ETHEthereum,ETH,"42,399,549.81",0.7019
5.0,DASHDash,DASH,"17,591,317.47",3.11
6.0,DOGEDogecoin,DOGE,"16,260,247.94",0.0001618
7.0,BCNBytecoin,BCN,"13,222,786.79",0.00007544
8.0,BANXBanx,BANX,"12,641,452.47",1.78
9.0,XLMStellar,XLM,"11,344,246.25",0.002345
10.0,BTSBitShares,BTS,"10,808,647.52",0.004303
11.0,PPCPeercoin,PPC,"10,402,581.38",0.4614
12.0,NXTNxt,NXT,"10,362,215.05",0.01036
13.0,MAIDMaidSafeCoin,MAID,"10,084,340.43",0.02228
14.0,NMCNamecoin,NMC,"6,483,356.77",0.5331
15.0,XMRMonero,XMR,"5,973,858.76",0.6747
16.0,XCPCounterparty,XCP,"4,363,693.89",1.65
17.0,CLAMClams,CLAM,"2,829,402.28",3.45
18.0,YBCYbCoin,YBC,"2,745,739.28",0.9152
19.0,MONAMonaCoin,MONA,"2,596,422.40",0.1193
20.0,TRMBTRMB,TRMB,"2,118,118.88",0.161
1.0,BTCBitcoin,BTC,"3,749,498,591.23",258.51
2.0,XRPXRP,XRP,"265,314,814.06",0.008315
3.0,LTCLitecoin,LTC,"164,974,020.97",3.95
4.0,ETHEthereum,ETH,"94,901,122.48",1.57
5.0,DASHDash,DASH,"16,700,490.10",2.94
6.0,DOGEDogecoin,DOGE,"14,863,582.93",0.0001477
7.0,BANXBanx,BANX,"14,015,028.80",1.96
8.0,BCNBytecoin,BCN,"13,091,675.08",0.00007462
9.0,BTSBitShares,BTS,"11,591,318.42",0.004614
10.0,XLMStellar,XLM,"10,325,365.05",0.002135
11.0,NXTNxt,NXT,"9,822,700.52",0.009823
12.0,PPCPeercoin,PPC,"9,755,142.11",0.4324
13.0,MAIDMaidSafeCoin,MAID,"9,575,622.55",0.02116
14.0,NMCNamecoin,NMC,"6,167,435.51",0.5049
15.0,XMRMonero,XMR,"5,547,212.90",0.6202
16.0,XCPCounterparty,XCP,"4,105,563.41",1.56
