,,Rank,Nombre,Símbolo,Cap. de Mercado,Precio
20131006,0,1.0,BTCBitcoin,BTC,"$1,522,686,975.00",$129.00
20131006,1,2.0,XRPXRP,XRP,"$76,764,377.04",$0.009819
20131006,2,3.0,LTCLitecoin,LTC,"$47,387,871.44",$2.17
20131006,3,4.0,PPCPeercoin,PPC,"$9,526,224.06",$0.4644
20131006,4,5.0,NMCNamecoin,NMC,"$3,921,037.64",$0.5676
20131006,5,6.0,FTCFeathercoin,FTC,"$2,182,887.18",$0.1187
20131006,6,7.0,NVCNovacoin,NVC,"$1,764,749.40",$4.18
20131006,7,8.0,XPMPrimecoin,XPM,"$807,006.99",$0.3354
20131006,8,9.0,TRCTerracoin,TRC,"$649,240.25",$0.1664
20131006,9,10.0,CBXBullion,CBX,"$282,231.13",$0.3363
20131006,10,11.0,DVCDevcoin,DVC,"$238,140.94",$0.00004386
20131006,11,12.0,MECMegacoin,MEC,"$228,515.23",$0.01179
20131006,12,13.0,IXCIxcoin,IXC,"$219,655.71",$0.01393
20131006,13,14.0,WDCWorldCoin,WDC,"$203,604.31",$0.008332
20131006,14,15.0,MNCMincoin,MNC,"$183,516.39",$0.1355
20131006,15,16.0,IFCInfinitecoin,IFC,"$166,301.52",$0.00000206
20131006,16,17.0,DGCDigitalcoin,DGC,"$163,081.85",$0.01755
20131006,17,18.0,ANCAnoncoin,ANC,"$120,598.86",$0.2585
20131006,18,19.0,FRCFreicoin,FRC,"$113,663.23",$0.003999
20131006,19,20.0,GLCGoldCoin,GLC,"$80,989.97",$0.002971
20131013,0,1.0,BTCBitcoin,BTC,"$1,634,968,896.30",$138.13
20131013,1,2.0,XRPXRP,XRP,"$65,761,480.71",$0.008412
20131013,2,3.0,LTCLitecoin,LTC,"$46,962,275.38",$2.13
20131013,3,4.0,PPCPeercoin,PPC,"$8,371,560.83",$0.4075
20131013,4,5.0,NMCNamecoin,NMC,"$4,250,854.27",$0.6092
20131013,5,6.0,XPMPrimecoin,XPM,"$2,332,161.95",$0.9255
20131013,6,7.0,NVCNovacoin,NVC,"$1,937,980.26",$4.33
20131013,7,8.0,FTCFeathercoin,FTC,"$1,907,171.93",$0.09945
20131013,8,9.0,TRCTerracoin,TRC,"$654,518.62",$0.1644
20131013,9,10.0,WDCWorldCoin,WDC,"$504,447.87",$0.0198
20131013,10,11.0,MNCMincoin,MNC,"$451,088.56",$0.3311
20131013,11,12.0,CBXBullion,CBX,"$346,840.57",$0.4075
20131013,12,13.0,DVCDevcoin,DVC,"$264,767.52",$0.00004835
20131013,13,14.0,IXCIxcoin,IXC,"$251,994.20",$0.01579
20131013,14,15.0,MECMegacoin,MEC,"$234,457.13",$0.01191
20131013,15,16.0,FRCFreicoin,FRC,"$221,760.42",$0.007597
20131013,16,17.0,DGCDigitalcoin,DGC,"$188,520.09",$0.01979
20131013,17,18.0,ANCAnoncoin,ANC,"$155,328.02",$0.3315
20131013,18,19.0,IFCInfinitecoin,IFC,"$151,452.97",$0.000001847
20131013,19,20.0,GLCGoldCoin,GLC,"$77,552.48",$0.002832
20131020,0,1.0,BTCBitcoin,BTC,"$2,073,319,147.25",$174.61
20131020,1,2.0,XRPXRP,XRP,"$52,377,129.63",$0.0067
20131020,2,3.0,LTCLitecoin,LTC,"$42,968,335.05",$1.93
20131020,3,4.0,PPCPeercoin,PPC,"$6,650,532.18",$0.323
20131020,4,5.0,NMCNamecoin,NMC,"$3,329,028.64",$0.4714
20131020,5,6.0,NVCNovacoin,NVC,"$2,068,554.51",$4.54
20131020,6,7.0,XPMPrimecoin,XPM,"$1,914,905.51",$0.725
20131020,7,8.0,FTCFeathercoin,FTC,"$1,428,630.62",$0.07159
20131020,8,9.0,WDCWorldCoin,WDC,"$492,548.61",$0.01851
20131020,9,10.0,TRCTerracoin,TRC,"$464,703.08",$0.1152
20131020,10,11.0,CBXBullion,CBX,"$356,813.80",$0.4144
20131020,11,12.0,DVCDevcoin,DVC,"$270,046.86",$0.00004889
20131020,12,13.0,MNCMincoin,MNC,"$264,358.35",$0.194
20131020,13,14.0,FRCFreicoin,FRC,"$192,525.42",$0.006461
20131020,14,15.0,MECMegacoin,MEC,"$192,050.98",$0.00963
20131020,15,16.0,IXCIxcoin,IXC,"$168,802.15",$0.01048
20131020,16,17.0,GLCGoldCoin,GLC,"$127,687.80",$0.004636
20131020,17,18.0,DGCDigitalcoin,DGC,"$110,326.84",$0.01138
20131020,18,19.0,BQCBBQCoin,BQC,"$62,237.41",$0.00241
20131020,19,20.0,ZETZetacoin,ZET,"$52,416.85",$0.0003557
20131027,0,1.0,BTCBitcoin,BTC,"$2,339,831,246.08",$196.44
20131027,1,2.0,XRPXRP,XRP,"$53,493,201.51",$0.006842
20131027,2,3.0,LTCLitecoin,LTC,"$47,869,216.16",$2.13
20131027,3,4.0,PPCPeercoin,PPC,"$7,776,359.18",$0.3772
20131027,4,5.0,NMCNamecoin,NMC,"$3,223,967.80",$0.4538
20131027,5,6.0,NVCNovacoin,NVC,"$1,922,215.12",$4.16
20131027,6,7.0,XPMPrimecoin,XPM,"$1,801,599.18",$0.6561
20131027,7,8.0,FTCFeathercoin,FTC,"$1,548,705.52",$0.07465
20131027,8,9.0,TRCTerracoin,TRC,"$450,862.30",$0.11
20131027,9,10.0,WDCWorldCoin,WDC,"$395,415.54",$0.01424
20131027,10,11.0,DVCDevcoin,DVC,"$306,421.17",$0.000055
20131027,11,12.0,MECMegacoin,MEC,"$256,422.86",$0.01271
20131027,12,13.0,CBXBullion,CBX,"$243,761.41",$0.279
20131027,13,14.0,MNCMincoin,MNC,"$160,395.01",$0.1177
20131027,14,15.0,FRCFreicoin,FRC,"$149,092.98",$0.004911
20131027,15,16.0,IXCIxcoin,IXC,"$143,943.59",$0.008859
20131027,16,17.0,ANCAnoncoin,ANC,"$129,781.15",$0.2729
20131027,17,18.0,DGCDigitalcoin,DGC,"$124,639.90",$0.01243
20131027,18,19.0,GLCGoldCoin,GLC,"$92,268.49",$0.003324
20131027,19,20.0,IFCInfinitecoin,IFC,"$62,399.56",$0.000000734
20131103,0,1.0,BTCBitcoin,BTC,"$2,568,713,147.70",$215.05
20131103,1,2.0,LTCLitecoin,LTC,"$65,383,974.75",$2.88
20131103,2,3.0,XRPXRP,XRP,"$55,978,082.55",$0.00716
20131103,3,4.0,PPCPeercoin,PPC,"$8,269,006.54",$0.4
20131103,4,5.0,NMCNamecoin,NMC,"$4,196,113.79",$0.5828
20131103,5,6.0,NVCNovacoin,NVC,"$1,991,593.65",$4.25
20131103,6,7.0,XPMPrimecoin,XPM,"$1,943,272.47",$0.6774
20131103,7,8.0,FTCFeathercoin,FTC,"$1,806,331.01",$0.08387
20131103,8,9.0,WDCWorldCoin,WDC,"$777,203.28",$0.02709
20131103,9,10.0,MNCMincoin,MNC,"$752,030.26",$0.5376
20131103,10,11.0,TRCTerracoin,TRC,"$487,423.34",$0.1161
20131103,11,12.0,MECMegacoin,MEC,"$258,339.92",$0.01268
20131103,12,13.0,DVCDevcoin,DVC,"$253,658.42",$0.00004516
20131103,13,14.0,CBXBullion,CBX,"$186,529.86",$0.2108
20131103,14,15.0,IXCIxcoin,IXC,"$183,018.46",$0.01118
20131103,15,16.0,FRCFreicoin,FRC,"$169,416.58",$0.005484
20131103,16,17.0,DGCDigitalcoin,DGC,"$123,461.97",$0.01203
20131103,17,18.0,ANCAnoncoin,ANC,"$121,635.99",$0.2495
20131103,18,19.0,IFCInfinitecoin,IFC,"$82,466.66",$0.0000009622
20131103,19,20.0,QRKQuark,QRK,"$51,884.95",$0.000215
20131110,0,1.0,BTCBitcoin,BTC,"$3,910,613,036.04",$326.62
20131110,1,2.0,LTCLitecoin,LTC,"$90,017,168.40",$3.93
20131110,2,3.0,XRPXRP,XRP,"$67,307,326.84",$0.008609
20131110,3,4.0,PPCPeercoin,PPC,"$12,720,279.23",$0.614
20131110,4,5.0,NMCNamecoin,NMC,"$4,624,532.62",$0.6369
20131110,5,6.0,NVCNovacoin,NVC,"$2,458,420.76",$5.17
20131110,6,7.0,FTCFeathercoin,FTC,"$2,408,398.36",$0.1078
20131110,7,8.0,XPMPrimecoin,XPM,"$2,255,477.92",$0.7545
20131110,8,9.0,WDCWorldCoin,WDC,"$1,003,540.14",$0.03364
20131110,9,10.0,TRCTerracoin,TRC,"$599,258.97",$0.1404
20131110,10,11.0,CBXBullion,CBX,"$472,541.19",$0.5275
20131110,11,12.0,MNCMincoin,MNC,"$457,336.73",$0.3266
20131110,12,13.0,DVCDevcoin,DVC,"$388,413.93",$0.00006859
20131110,13,14.0,CLRCopperlark,CLR,"$315,161.62",$0.06859
20131110,14,15.0,MECMegacoin,MEC,"$298,283.64",$0.0145
20131110,15,16.0,IXCIxcoin,IXC,"$274,793.49",$0.01666
20131110,16,17.0,FRCFreicoin,FRC,"$216,303.13",$0.006839
20131110,17,18.0,DGCDigitalcoin,DGC,"$169,845.80",$0.01618
20131110,18,19.0,GLCGoldCoin,GLC,"$135,759.47",$0.004824
20131110,19,20.0,ANCAnoncoin,ANC,"$120,244.92",$0.2386
20131117,0,1.0,BTCBitcoin,BTC,"$5,907,841,887.89",$492.11
20131117,1,2.0,LTCLitecoin,LTC,"$94,452,809.89",$4.09
20131117,2,3.0,XRPXRP,XRP,"$79,811,364.08",$0.01021
20131117,3,4.0,PPCPeercoin,PPC,"$15,956,728.66",$0.7689
20131117,4,5.0,NMCNamecoin,NMC,"$4,578,176.84",$0.6255
20131117,5,6.0,NVCNovacoin,NVC,"$2,355,870.65",$4.87
20131117,6,7.0,XPMPrimecoin,XPM,"$2,119,653.38",$0.6889
20131117,7,8.0,WDCWorldCoin,WDC,"$1,554,778.74",$0.05015
20131117,8,9.0,FTCFeathercoin,FTC,"$1,388,509.41",$0.06004
20131117,9,10.0,CBXBullion,CBX,"$1,031,000.99",$1.14
20131117,10,11.0,DVCDevcoin,DVC,"$477,500.44",$0.00008366
20131117,11,12.0,MECMegacoin,MEC,"$347,575.15",$0.01673
20131117,12,13.0,IXCIxcoin,IXC,"$294,130.62",$0.01772
20131117,13,14.0,CLRCopperlark,CLR,"$278,987.93",$0.05905
20131117,14,15.0,DGCDigitalcoin,DGC,"$261,038.27",$0.02441
20131117,15,16.0,MNCMincoin,MNC,"$259,347.21",$0.1847
20131117,16,17.0,TRCTerracoin,TRC,"$212,057.32",$0.04927
20131117,17,18.0,FRCFreicoin,FRC,"$190,930.60",$0.005905
20131117,18,19.0,GLCGoldCoin,GLC,"$163,176.78",$0.005763
20131117,19,20.0,ANCAnoncoin,ANC,"$136,914.44",$0.2628
20131124,0,1.0,BTCBitcoin,BTC,"$9,317,034,156.25",$774.25
20131124,1,2.0,LTCLitecoin,LTC,"$242,572,318.54",$10.41
20131124,2,3.0,XRPXRP,XRP,"$91,218,427.45",$0.01167
20131124,3,4.0,PPCPeercoin,PPC,"$45,055,424.12",$2.17
20131124,4,5.0,NMCNamecoin,NMC,"$20,001,994.64",$2.71
20131124,5,6.0,PTSBitShares PTS,PTS,"$7,490,654.02",$7.92
20131124,6,7.0,FTCFeathercoin,FTC,"$5,557,748.31",$0.2323
20131124,7,8.0,XPMPrimecoin,XPM,"$5,360,236.80",$1.70
20131124,8,9.0,NVCNovacoin,NVC,"$4,059,827.38",$8.20
20131124,9,10.0,WDCWorldCoin,WDC,"$2,987,078.31",$0.0929
20131124,10,11.0,MECMegacoin,MEC,"$2,859,161.65",$0.1363
20131124,11,12.0,CBXBullion,CBX,"$1,846,880.68",$2.04
20131124,12,13.0,FRCFreicoin,FRC,"$1,179,399.59",$0.03562
20131124,13,14.0,IXCIxcoin,IXC,"$1,035,452.98",$0.06193
20131124,14,15.0,ANCAnoncoin,ANC,"$958,863.75",$1.78
20131124,15,16.0,DVCDevcoin,DVC,"$846,444.75",$0.0001471
20131124,16,17.0,DGCDigitalcoin,DGC,"$681,230.63",$0.0627
20131124,17,18.0,IFCInfinitecoin,IFC,"$629,489.07",$0.000007168
20131124,18,19.0,TRCTerracoin,TRC,"$605,768.10",$0.1394
20131124,19,20.0,BQCBBQCoin,BQC,"$573,644.60",$0.0209
20131201,0,1.0,BTCBitcoin,BTC,"$11,531,708,652.96",$955.85
20131201,1,2.0,LTCLitecoin,LTC,"$817,326,372.71",$34.74
20131201,2,3.0,XRPXRP,XRP,"$402,593,977.40",$0.0515
20131201,3,4.0,PPCPeercoin,PPC,"$133,213,784.09",$6.39
20131201,4,5.0,NMCNamecoin,NMC,"$62,668,948.41",$8.42
20131201,5,6.0,QRKQuark,QRK,"$61,041,537.07",$0.2485
20131201,6,7.0,MECMegacoin,MEC,"$31,753,577.99",$1.51
20131201,7,8.0,PTSBitShares PTS,PTS,"$24,532,015.38",$24.71
20131201,8,9.0,FTCFeathercoin,FTC,"$24,154,271.26",$0.975
20131201,9,10.0,XPMPrimecoin,XPM,"$18,467,629.33",$5.54
20131201,10,11.0,WDCWorldCoin,WDC,"$16,223,784.23",$0.4875
20131201,11,12.0,FRCFreicoin,FRC,"$10,905,476.80",$0.3221
20131201,12,13.0,NVCNovacoin,NVC,"$10,848,054.00",$21.54
20131201,13,14.0,BQCBBQCoin,BQC,"$6,523,733.24",$0.2342
20131201,14,15.0,ZETZetacoin,ZET,"$5,959,034.15",$0.03783
20131201,15,16.0,IFCInfinitecoin,IFC,"$5,763,848.99",$0.00006539
20131201,16,17.0,TRCTerracoin,TRC,"$5,460,825.59",$1.21
20131201,17,18.0,CBXBullion,CBX,"$4,352,024.72",$4.78
20131201,18,19.0,DVCDevcoin,DVC,"$3,631,041.48",$0.0006262
20131201,19,20.0,ANCAnoncoin,ANC,"$3,503,695.91",$6.31
20131208,0,1.0,BTCBitcoin,BTC,"$9,627,500,053.68",$795.87
20131208,1,2.0,LTCLitecoin,LTC,"$648,135,180.44",$27.27
20131208,2,3.0,XRPXRP,XRP,"$285,005,350.24",$0.03646
20131208,3,4.0,PPCPeercoin,PPC,"$84,643,503.94",$4.05
20131208,4,5.0,NMCNamecoin,NMC,"$46,654,461.57",$6.29
20131208,5,6.0,QRKQuark,QRK,"$26,259,005.81",$0.1067
20131208,6,7.0,WDCWorldCoin,WDC,"$26,148,372.94",$0.7601
20131208,7,8.0,MECMegacoin,MEC,"$21,083,628.39",$0.9948
20131208,8,9.0,XPMPrimecoin,XPM,"$12,090,897.08",$3.50
20131208,9,10.0,FTCFeathercoin,FTC,"$11,388,199.45",$0.4457
20131208,10,11.0,NVCNovacoin,NVC,"$8,671,710.80",$16.94
20131208,11,12.0,ZETZetacoin,ZET,"$5,725,811.69",$0.03621
20131208,12,13.0,FRCFreicoin,FRC,"$4,514,680.76",$0.1326
20131208,13,14.0,ANCAnoncoin,ANC,"$4,147,469.68",$7.24
20131208,14,15.0,NXTNxt,NXT,"$3,979,349.97",$0.003979
20131208,15,16.0,IFCInfinitecoin,IFC,"$3,552,186.57",$0.00004016
20131208,16,17.0,TRCTerracoin,TRC,"$2,940,547.25",$0.6447
20131208,17,18.0,CBXBullion,CBX,"$2,915,897.78",$3.18
20131208,18,19.0,SBCStableCoin,SBC,"$2,486,227.64",$0.2945
20131208,19,20.0,BQCBBQCoin,BQC,"$2,272,191.51",$0.08037
20131215,0,1.0,BTCBitcoin,BTC,"$10,625,517,591.78",$876.12
20131215,1,2.0,LTCLitecoin,LTC,"$750,162,075.22",$31.28
20131215,2,3.0,XRPXRP,XRP,"$227,789,115.66",$0.02914
20131215,3,4.0,PPCPeercoin,PPC,"$91,649,291.87",$4.38
20131215,4,5.0,QRKQuark,QRK,"$45,754,312.27",$0.1857
20131215,5,6.0,NMCNamecoin,NMC,"$43,908,870.14",$5.86
20131215,6,7.0,WDCWorldCoin,WDC,"$22,368,317.29",$0.6306
20131215,7,8.0,PTSBitShares PTS,PTS,"$21,565,737.77",$18.73
20131215,8,9.0,MECMegacoin,MEC,"$18,619,300.28",$0.8744
20131215,9,10.0,XPMPrimecoin,XPM,"$14,201,579.12",$3.96
20131215,10,11.0,FTCFeathercoin,FTC,"$11,783,591.36",$0.4468
20131215,11,12.0,ZETZetacoin,ZET,"$10,140,250.85",$0.06393
20131215,12,13.0,DVCDevcoin,DVC,"$9,706,426.25",$0.001647
20131215,13,14.0,NVCNovacoin,NVC,"$9,066,531.49",$17.43
20131215,14,15.0,NXTNxt,NXT,"$7,429,497.78",$0.007429
20131215,15,16.0,DGCDigitalcoin,DGC,"$6,431,612.06",$0.5606
20131215,16,17.0,IFCInfinitecoin,IFC,"$5,478,057.12",$0.0000617
20131215,17,18.0,FRCFreicoin,FRC,"$5,110,690.82",$0.1489
20131215,18,19.0,ANCAnoncoin,ANC,"$3,497,227.45",$5.93
20131215,19,20.0,CLRCopperlark,CLR,"$3,344,091.57",$0.6392
20131222,0,1.0,BTCBitcoin,BTC,"$7,505,757,333.43",$617.18
20131222,1,2.0,LTCLitecoin,LTC,"$407,576,814.52",$16.86
20131222,2,3.0,XRPXRP,XRP,"$169,773,560.84",$0.02172
20131222,3,4.0,PPCPeercoin,PPC,"$64,141,315.83",$3.06
20131222,4,5.0,NXTNxt,NXT,"$33,240,148.04",$0.03324
20131222,5,6.0,NMCNamecoin,NMC,"$30,563,713.11",$4.04
20131222,6,7.0,QRKQuark,QRK,"$20,966,260.30",$0.08499
20131222,7,8.0,PTSBitShares PTS,PTS,"$15,276,674.70",$12.91
20131222,8,9.0,WDCWorldCoin,WDC,"$14,089,213.89",$0.3853
20131222,9,10.0,MECMegacoin,MEC,"$11,094,799.84",$0.5186
20131222,10,11.0,XPMPrimecoin,XPM,"$7,517,762.08",$2.04
20131222,11,12.0,FTCFeathercoin,FTC,"$7,045,544.63",$0.2592
20131222,12,13.0,NVCNovacoin,NVC,"$6,087,466.25",$11.50
20131222,13,14.0,ZETZetacoin,ZET,"$5,296,156.92",$0.0333
20131222,14,15.0,DOGEDogecoin,DOGE,"$3,706,589.80",$0.0003148
20131222,15,16.0,IFCInfinitecoin,IFC,"$3,154,708.70",$0.0000354
20131222,16,17.0,DVCDevcoin,DVC,"$3,152,653.92",$0.0005308
20131222,17,18.0,FRCFreicoin,FRC,"$2,787,772.87",$0.0803
20131222,18,19.0,DGCDigitalcoin,DGC,"$2,419,598.18",$0.2076
20131222,19,20.0,CLRCopperlark,CLR,"$2,281,039.22",$0.4257
20131229,0,1.0,BTCBitcoin,BTC,"$9,082,103,472.45",$745.05
20131229,1,2.0,LTCLitecoin,LTC,"$586,899,831.49",$24.07
20131229,2,3.0,XRPXRP,XRP,"$212,783,895.27",$0.02722
20131229,3,4.0,OMNIOmni,OMNI,"$111,753,184.65",$180.40
20131229,4,5.0,PPCPeercoin,PPC,"$89,891,412.39",$4.28
20131229,5,6.0,NXTNxt,NXT,"$56,123,014.95",$0.05612
20131229,6,7.0,NMCNamecoin,NMC,"$38,151,789.93",$5.01
20131229,7,8.0,QRKQuark,QRK,"$27,406,774.15",$0.111
20131229,8,9.0,PTSBitShares PTS,PTS,"$25,317,603.81",$20.76
20131229,9,10.0,WDCWorldCoin,WDC,"$19,546,847.28",$0.519
20131229,10,11.0,MECMegacoin,MEC,"$18,066,158.45",$0.8404
20131229,11,12.0,XPMPrimecoin,XPM,"$10,266,259.43",$2.71
20131229,12,13.0,IFCInfinitecoin,IFC,"$9,681,912.75",$0.0001084
20131229,13,14.0,FTCFeathercoin,FTC,"$9,589,252.79",$0.3427
20131229,14,15.0,DOGEDogecoin,DOGE,"$7,634,725.53",$0.0004545
20131229,15,16.0,NVCNovacoin,NVC,"$7,426,824.86",$13.78
20131229,16,17.0,ZETZetacoin,ZET,"$5,652,165.71",$0.03549
20131229,17,18.0,DVCDevcoin,DVC,"$3,791,059.92",$0.0006333
20131229,18,19.0,ANCAnoncoin,ANC,"$2,879,432.55",$4.62
20131229,19,20.0,DGCDigitalcoin,DGC,"$2,846,070.43",$0.2405
20140105,0,1.0,BTCBitcoin,BTC,"$11,379,661,042.38",$933.53
20140105,1,2.0,LTCLitecoin,LTC,"$659,900,583.81",$26.83
20140105,2,3.0,XRPXRP,XRP,"$197,241,280.51",$0.02523
20140105,3,4.0,PPCPeercoin,PPC,"$152,073,508.09",$7.23
20140105,4,5.0,OMNIOmni,OMNI,"$110,826,236.25",$178.90
20140105,5,6.0,NXTNxt,NXT,"$63,360,014.02",$0.06336
20140105,6,7.0,NMCNamecoin,NMC,"$60,232,061.64",$7.84
20140105,7,8.0,PTSBitShares PTS,PTS,"$24,630,584.87",$19.31
20140105,8,9.0,QRKQuark,QRK,"$21,670,928.49",$0.08771
20140105,9,10.0,MECMegacoin,MEC,"$18,931,093.85",$0.8765
20140105,10,11.0,WDCWorldCoin,WDC,"$18,084,856.44",$0.4668
20140105,11,12.0,XPMPrimecoin,XPM,"$17,268,335.02",$4.44
20140105,12,13.0,FTCFeathercoin,FTC,"$12,636,810.20",$0.4388
20140105,13,14.0,NVCNovacoin,NVC,"$9,501,307.08",$17.33
20140105,14,15.0,IFCInfinitecoin,IFC,"$7,681,401.79",$0.00008586
20140105,15,16.0,DOGEDogecoin,DOGE,"$5,883,637.71",$0.0002707
20140105,16,17.0,NETNetCoin,NET,"$5,099,252.13",$0.02612
20140105,17,18.0,ZETZetacoin,ZET,"$4,802,036.74",$0.03012
20140105,18,19.0,DVCDevcoin,DVC,"$4,336,895.67",$0.0007188
20140105,19,20.0,DGCDigitalcoin,DGC,"$3,974,764.45",$0.3301
20140112,0,1.0,BTCBitcoin,BTC,"$10,578,652,838.47",$863.22
20140112,1,2.0,LTCLitecoin,LTC,"$622,645,163.47",$25.09
20140112,2,3.0,XRPXRP,XRP,"$172,333,465.07",$0.02204
20140112,3,4.0,PPCPeercoin,PPC,"$129,685,517.19",$6.16
20140112,4,5.0,OMNIOmni,OMNI,"$78,912,437.94",$127.39
20140112,5,6.0,NMCNamecoin,NMC,"$50,554,149.56",$6.53
20140112,6,7.0,NXTNxt,NXT,"$40,385,669.07",$0.04039
20140112,7,8.0,PTSBitShares PTS,PTS,"$19,503,761.90",$14.82
20140112,8,9.0,QRKQuark,QRK,"$18,206,130.10",$0.07364
20140112,9,10.0,MECMegacoin,MEC,"$17,005,631.68",$0.7836
20140112,10,11.0,WDCWorldCoin,WDC,"$16,296,921.39",$0.4093
20140112,11,12.0,XPMPrimecoin,XPM,"$14,302,360.84",$3.58
20140112,12,13.0,FTCFeathercoin,FTC,"$10,222,182.43",$0.3453
20140112,13,14.0,DOGEDogecoin,DOGE,"$9,207,367.65",$0.0003453
20140112,14,15.0,NVCNovacoin,NVC,"$8,597,857.84",$15.41
20140112,15,16.0,IFCInfinitecoin,IFC,"$6,338,830.93",$0.00007072
20140112,16,17.0,DGCDigitalcoin,DGC,"$4,381,842.13",$0.3573
20140112,17,18.0,ZETZetacoin,ZET,"$4,272,265.64",$0.02676
20140112,18,19.0,NETNetCoin,NET,"$3,554,237.65",$0.0177
20140112,19,20.0,ANCAnoncoin,ANC,"$3,286,065.33",$5.00
20140119,0,1.0,BTCBitcoin,BTC,"$10,699,504,355.93",$870.96
20140119,1,2.0,LTCLitecoin,LTC,"$636,411,723.55",$25.44
20140119,2,3.0,XRPXRP,XRP,"$163,201,488.66",$0.02088
20140119,3,4.0,PPCPeercoin,PPC,"$125,854,704.53",$5.97
20140119,4,5.0,OMNIOmni,OMNI,"$87,810,174.68",$141.75
20140119,5,6.0,NXTNxt,NXT,"$52,563,201.66",$0.05256
20140119,6,7.0,NMCNamecoin,NMC,"$49,990,022.99",$6.40
20140119,7,8.0,QRKQuark,QRK,"$26,709,942.83",$0.108
20140119,8,9.0,DOGEDogecoin,DOGE,"$22,169,605.93",$0.0006968
20140119,9,10.0,PTSBitShares PTS,PTS,"$17,466,871.54",$12.95
20140119,10,11.0,MECMegacoin,MEC,"$15,193,602.23",$0.6969
20140119,11,12.0,WDCWorldCoin,WDC,"$14,244,140.91",$0.3484
20140119,12,13.0,XPMPrimecoin,XPM,"$13,569,457.37",$3.32
20140119,13,14.0,FTCFeathercoin,FTC,"$9,798,797.58",$0.3223
20140119,14,15.0,NVCNovacoin,NVC,"$8,511,812.79",$15.02
20140119,15,16.0,IFCInfinitecoin,IFC,"$6,039,925.15",$0.00006726
20140119,16,17.0,DGCDigitalcoin,DGC,"$3,938,648.66",$0.316
20140119,17,18.0,ZETZetacoin,ZET,"$3,855,447.88",$0.02413
20140119,18,19.0,DVCDevcoin,DVC,"$3,467,775.60",$0.0005661
20140119,19,20.0,TIXTickets,TIX,"$2,715,417.86",$0.0000406
20140126,0,1.0,BTCBitcoin,BTC,"$10,902,798,992.81",$885.28
20140126,1,2.0,LTCLitecoin,LTC,"$607,235,557.83",$24.12
20140126,2,3.0,XRPXRP,XRP,"$157,362,290.53",$0.02013
20140126,3,4.0,PPCPeercoin,PPC,"$127,305,292.23",$6.04
20140126,4,5.0,NXTNxt,NXT,"$78,028,427.23",$0.07803
20140126,5,6.0,OMNIOmni,OMNI,"$65,947,027.88",$106.46
20140126,6,7.0,DOGEDogecoin,DOGE,"$58,716,783.76",$0.001594
20140126,7,8.0,NMCNamecoin,NMC,"$48,429,670.92",$6.15
20140126,8,9.0,QRKQuark,QRK,"$22,120,786.27",$0.08941
20140126,9,10.0,PTSBitShares PTS,PTS,"$17,372,118.08",$12.57
20140126,10,11.0,XPMPrimecoin,XPM,"$14,433,325.65",$3.45
20140126,11,12.0,WDCWorldCoin,WDC,"$14,103,448.82",$0.3364
20140126,12,13.0,MECMegacoin,MEC,"$13,184,003.96",$0.602
20140126,13,14.0,IFCInfinitecoin,IFC,"$12,466,185.09",$0.0001386
20140126,14,15.0,FTCFeathercoin,FTC,"$10,211,303.33",$0.3276
20140126,15,16.0,NVCNovacoin,NVC,"$8,438,005.96",$14.71
20140126,16,17.0,TIXTickets,TIX,"$4,419,120.39",$0.00006608
20140126,17,18.0,DVCDevcoin,DVC,"$3,988,307.41",$0.0006463
20140126,18,19.0,YBCYbCoin,YBC,"$3,903,549.55",$4.06
20140126,19,20.0,MOONMooncoin,MOON,"$3,496,138.80",$0.0001375
20140202,0,1.0,BTCBitcoin,BTC,"$10,190,038,593.97",$825.37
20140202,1,2.0,LTCLitecoin,LTC,"$568,440,705.88",$22.40
20140202,2,3.0,XRPXRP,XRP,"$168,555,395.10",$0.02156
20140202,3,4.0,PPCPeercoin,PPC,"$121,775,514.33",$5.77
20140202,4,5.0,NXTNxt,NXT,"$66,887,849.48",$0.06689
20140202,5,6.0,OMNIOmni,OMNI,"$53,732,367.19",$86.74
20140202,6,7.0,DOGEDogecoin,DOGE,"$53,548,741.65",$0.001279
20140202,7,8.0,NMCNamecoin,NMC,"$43,247,803.90",$5.46
20140202,8,9.0,QRKQuark,QRK,"$24,838,589.61",$0.1004
20140202,9,10.0,PTSBitShares PTS,PTS,"$20,423,494.21",$14.44
20140202,10,11.0,MECMegacoin,MEC,"$14,452,781.99",$0.6569
20140202,11,12.0,WDCWorldCoin,WDC,"$14,181,219.26",$0.3301
20140202,12,13.0,XPMPrimecoin,XPM,"$12,906,285.55",$3.02
20140202,13,14.0,IFCInfinitecoin,IFC,"$9,670,060.72",$0.0001074
20140202,14,15.0,FTCFeathercoin,FTC,"$9,240,475.67",$0.2889
20140202,15,16.0,NVCNovacoin,NVC,"$7,464,186.88",$12.83
20140202,16,17.0,TIXTickets,TIX,"$3,817,575.73",$0.00005708
20140202,17,18.0,DGCDigitalcoin,DGC,"$3,410,900.13",$0.2641
20140202,18,19.0,DVCDevcoin,DVC,"$3,336,391.61",$0.0005365
20140202,19,20.0,ZETZetacoin,ZET,"$3,270,389.78",$0.02044
20140209,0,1.0,BTCBitcoin,BTC,"$8,451,229,252.14",$682.90
20140209,1,2.0,LTCLitecoin,LTC,"$465,932,119.29",$18.22
20140209,2,3.0,XRPXRP,XRP,"$135,951,310.04",$0.01739
